attempt_id,student_id,question_id,topic,difficulty,timestamp,selected_option,is_correct,time_taken_seconds
A002149,S026,Q0041,Statistics,4.0,2026-09-05 00:20:57,b,1,35.0
A001332,S016,Q0031,Data_Structures,3.0,2026-09-05 00:27:57,a,0,49.0
A002143,S026,Q0055,AI_Basics,3.0,2026-09-05 00:41:57,a,1,34.0
A001751,S021,Q0017,Python,2.0,2026-09-05 00:44:57,b,1,19.0
A000649,S008,Q0075,Neural_Networks,5.0,2026-09-05 00:53:57,c,0,78.0
A002564,S031,Q0044,Statistics,3.0,2026-09-05 00:57:57,c,1,28.0
A001985,S024,Q0052,AI_Basics,3.0,2026-09-05 01:07:57,b,1,26.0
A000729,S009,Q0016,Python,3.0,2026-09-05 01:18:57,b,0,47.0
A002810,S034,Q0126,NLP,2.0,2026-09-05 01:18:57,b,1,34.0
A002142,S026,Q0033,Data_Structures,2.0,2026-09-05 01:19:57,b,1,15.0
A000127,S002,Q0059,AI_Basics,4.0,2026-09-05 01:25:57,d,0,58.0
A002411,S029,Q0084,Neural_Networks,1.0,2026-09-05 01:27:57,b,1,23.0
A000371,S005,Q0012,Math_Basics,4.0,2026-09-05 01:32:57,d,0,48.0
A000046,S001,Q0036,Data_Structures,4.0,2026-09-05 01:35:57,b,1,58.0
A001749,S021,Q0006,Math_Basics,5.0,2026-09-05 01:37:57,a,0,51.0
A003060,S037,Q0086,CNN,2.0,2026-09-05 01:41:57,b,1,25.0
A000564,S007,Q0068,ML,2.0,2026-09-05 01:45:57,b,1,36.0
A002070,S025,Q0052,AI_Basics,3.0,2026-09-05 01:57:57,b,1,32.0
A002656,S032,Q0055,AI_Basics,3.0,2026-09-05 02:13:57,d,0,37.0
A001410,S017,Q0025,Data_Structures,4.0,2026-09-05 02:17:57,c,1,30.0
A001167,S014,Q0084,Neural_Networks,1.0,2026-09-05 02:23:57,a,0,20.0
A002144,S026,Q0086,CNN,2.0,2026-09-05 02:23:57,d,0,37.0
A003140,S038,Q0045,Statistics,1.0,2026-09-05 02:34:57,b,1,30.0
A003141,S038,Q0015,Python,2.0,2026-09-05 02:39:57,b,1,31.0
A000643,S008,Q0050,AI_Basics,3.0,2026-09-05 02:54:57,a,0,56.0
A000815,S010,Q0013,Python,2.0,2026-09-05 03:15:57,c,0,40.0
A001337,S016,Q0063,ML,2.0,2026-09-05 03:46:57,b,1,26.0
A001989,S024,Q0109,LSTM,4.0,2026-09-05 03:54:57,a,1,41.0
A002978,S036,Q0051,AI_Basics,3.0,2026-09-05 04:07:57,c,0,44.0
A001990,S024,Q0101,RNN,1.0,2026-09-05 04:19:57,b,1,16.0
A003143,S038,Q0051,AI_Basics,3.0,2026-09-05 04:45:57,b,1,38.0
A000471,S006,Q0099,RNN,2.0,2026-09-05 04:46:57,a,1,28.0
A000134,S002,Q0053,AI_Basics,4.0,2026-09-05 04:51:57,d,0,52.0
A000131,S002,Q0065,ML,1.0,2026-09-05 05:00:57,b,1,31.0
A002417,S029,Q0030,Data_Structures,2.0,2026-09-05 05:01:57,c,1,32.0
A002488,S030,Q0115,LSTM,4.0,2026-09-05 05:16:57,c,0,61.0
A002568,S031,Q0088,CNN,2.0,2026-09-05 05:22:57,b,1,31.0
A000919,S011,Q0115,LSTM,4.0,2026-09-05 05:25:57,a,1,46.0
A000132,S002,Q0105,RNN,4.0,2026-09-05 05:35:57,b,1,27.0
A002892,S035,Q0034,Data_Structures,3.0,2026-09-05 05:41:57,d,0,58.0
A002659,S032,Q0122,NLP,5.0,2026-09-05 05:44:57,d,0,74.0
A003320,S040,Q0003,Math_Basics,1.0,2026-09-05 06:32:57,b,1,13.0
A000828,S010,Q0008,Math_Basics,5.0,2026-09-05 06:52:57,b,0,69.0
A003142,S038,Q0094,CNN,5.0,2026-09-05 06:53:57,d,0,61.0
A001834,S022,Q0074,Neural_Networks,3.0,2026-09-05 06:57:57,b,1,20.0
A000300,S004,Q0065,ML,1.0,2026-09-05 06:59:57,b,1,
A000300,S004,Q0065,ML,1.0,2026-09-05 06:59:57,b,1,
A000567,S007,Q0018,Python,1.0,2026-09-05 07:06:57,b,1,28.0
A003240,S039,Q0084,Neural_Networks,1.0,2026-09-05 07:09:57,b,1,30.0
A000920,S011,Q0053,AI_Basics,4.0,2026-09-05 07:14:57,b,1,33.0
A002419,S029,Q0119,LSTM,4.0,2026-09-05 07:18:57,d,0,63.0
A001411,S017,Q0052,AI_Basics,3.0,2026-09-05 07:29:57,b,1,17.0
A000474,S006,Q0013,Python,2.0,2026-09-05 07:31:57,b,1,34.0
A001081,S013,Q0110,LSTM,2.0,2026-09-05 07:42:57,a,1,41.0
A003322,S040,Q0132,NLP,3.0,2026-09-05 07:58:57,a,1,23.0
A000050,S001,Q0082,Neural_Networks,2.0,2026-09-05 08:15:57,b,1,34.0
A002330,S028,Q0076,Neural_Networks,2.0,2026-09-05 08:16:57,b,1,26.0
A002740,S033,Q0070,ML,5.0,2026-09-05 08:19:57,c,0,64.0
A002240,S027,Q0088,CNN,2.0,2026-09-05 08:21:57,d,0,26.0
A000832,S010,Q0126,NLP,2.0,2026-09-05 08:42:57,b,1,39.0
A000217,S003,Q0108,RNN,5.0,2026-09-05 08:54:57,d,0,55.0
A002414,S029,Q0116,LSTM,1.0,2026-09-05 08:57:57,b,1,35.0
A002814,S034,Q0054,AI_Basics,4.0,2026-09-05 09:05:57,d,0,44.0
A002890,S035,Q0008,Math_Basics,5.0,2026-09-05 09:05:57,d,0,64.0
A002975,S036,Q0097,RNN,2.0,2026-09-05 09:29:57,c,0,37.0
A001914,S023,Q0111,LSTM,1.0,2026-09-05 09:30:57,b,0,22.0
A000473,S006,Q0121,NLP,3.0,2026-09-05 09:33:57,a,1,36.0
A002487,S030,Q0008,Math_Basics,5.0,2026-09-05 09:36:57,d,0,79.0
A001338,S016,Q0010,Math_Basics,2.0,2026-09-05 09:38:57,b,1,40.0
A002492,S030,Q0094,CNN,5.0,2026-09-05 09:42:57,c,0,58.0
A003238,S039,Q0109,LSTM,4.0,2026-09-05 09:47:57,c,0,54.0
A002415,S029,Q0019,Python,5.0,2026-09-05 09:51:57,b,1,44.0
A002150,S026,Q0004,Math_Basics,2.0,2026-09-05 09:54:57,b,1,29.0
A002566,S031,Q0122,NLP,5.0,2026-09-05 09:57:57,a,0,59.0
A003321,S040,Q0063,ML,2.0,2026-09-05 10:19:57,b,1,16.0
A003067,S037,Q0059,AI_Basics,4.0,2026-09-05 10:23:57,b,0,46.0
A000923,S011,Q0037,Statistics,4.0,2026-09-05 10:32:57,c,1,43.0
A000921,S011,Q0099,RNN,2.0,2026-09-05 10:37:57,a,1,26.0
A003068,S037,Q0023,Python,4.0,2026-09-05 10:50:57,a,0,47.0
A000133,S002,Q0110,LSTM,2.0,2026-09-05 11:04:57,a,1,27.0
A002565,S031,Q0094,CNN,5.0,2026-09-05 11:04:57,d,0,37.0
A002490,S030,Q0032,Data_Structures,5.0,2026-09-05 11:07:57,a,0,57.0
A001487,S018,Q0117,LSTM,5.0,2026-09-05 11:11:57,a,0,76.0
A001581,S019,Q0109,LSTM,4.0,2026-09-05 11:14:57,d,0,53.0
A001489,S018,Q0034,Data_Structures,3.0,2026-09-05 11:16:57,b,1,49.0
A001413,S017,Q0081,Neural_Networks,5.0,2026-09-05 11:24:57,b,1,44.0
A002418,S029,Q0001,Math_Basics,5.0,2026-09-05 11:28:57,c,1,47.0
A002489,S030,Q0049,AI_Basics,4.0,2026-09-05 12:01:57,a,1,39.0
A001994,S024,Q0053,AI_Basics,4.0,2026-09-05 12:04:57,b,1,29.0
A001335,S016,Q0106,RNN,5.0,2026-09-05 12:09:57,c,0,47.0
A000215,S003,Q0130,NLP,2.0,2026-09-05 12:09:57,c,0,45.0
A000735,S009,Q0065,ML,1.0,2026-09-05 12:10:57,b,1,
A002894,S035,Q0038,Statistics,2.0,2026-09-05 12:18:57,b,1,31.0
A000219,S003,Q0068,ML,2.0,2026-09-05 12:26:57,b,1,27.0
A001995,S024,Q0114,LSTM,2.0,2026-09-05 12:32:57,c,1,25.0
A003066,S037,Q0055,AI_Basics,3.0,2026-09-05 12:37:57,a,1,37.0
A002737,S033,Q0074,Neural_Networks,3.0,2026-09-05 12:43:57,b,1,32.0
A002329,S028,Q0067,ML,3.0,2026-09-05 13:21:57,d,0,37.0
A000376,S005,Q0049,AI_Basics,4.0,2026-09-05 13:50:57,c,0,64.0
A001580,S019,Q0124,NLP,2.0,2026-09-05 14:03:57,a,1,31.0
A002741,S033,Q0094,CNN,5.0,2026-09-05 14:09:57,a,1,34.0
A002658,S032,Q0019,Python,5.0,2026-09-05 14:20:57,a,0,58.0
A001667,S020,Q0049,AI_Basics,4.0,2026-09-05 14:25:57,d,0,42.0
A002815,S034,Q0099,RNN,2.0,2026-09-05 14:43:57,a,1,33.0
A000829,S010,Q0116,LSTM,1.0,2026-09-05 15:10:57,b,1,23.0
A003239,S039,Q0088,CNN,2.0,2026-09-05 15:39:57,b,1,39.0
A001252,S015,Q0019,Python,5.0,2026-09-05 15:54:57,b,1,60.0
A000377,S005,Q0015,Python,2.0,2026-09-05 15:57:57,b,1,29.0
A002331,S028,Q0007,Math_Basics,5.0,2026-09-05 15:59:57,a,0,53.0
A002976,S036,Q0052,AI_Basics,3.0,2026-09-05 16:13:57,c,0,61.0
A002567,S031,Q0047,Statistics,5.0,2026-09-05 16:13:57,b,1,37.0
A000475,S006,Q0089,CNN,1.0,2026-09-05 16:37:57,b,1,21.0
A000825,S010,Q0060,AI_Basics,1.0,2026-09-05 16:39:57,d,0,34.0
A002738,S033,Q0045,Statistics,1.0,2026-09-05 16:53:57,b,1,11.0
A002891,S035,Q0099,RNN,2.0,2026-09-05 16:56:57,d,0,40.0
A001412,S017,Q0046,Statistics,3.0,2026-09-05 16:56:57,c,1,16.0
A001993,S024,Q0046,Statistics,3.0,2026-09-05 16:57:57,c,1,21.0
A001250,S015,Q0108,RNN,5.0,2026-09-05 17:20:57,b,1,43.0
A001336,S016,Q0008,Math_Basics,5.0,2026-09-05 17:24:57,c,0,52.0
A002152,S026,Q0095,CNN,5.0,2026-09-05 17:50:57,d,0,62.0
A001579,S019,Q0098,RNN,4.0,2026-09-05 17:52:57,c,0,44.0
A001000,S012,Q0024,Python,1.0,2026-09-05 17:52:57,c,1,28.0
A000214,S003,Q0004,Math_Basics,2.0,2026-09-05 18:01:57,c,0,46.0
A000998,S012,Q0001,Math_Basics,5.0,2026-09-05 18:26:57,c,1,33.0
A003144,S038,Q0048,Statistics,4.0,2026-09-05 18:45:57,a,0,59.0
A000831,S010,Q0024,Python,1.0,2026-09-05 18:56:57,c,1,37.0
A000378,S005,Q0058,AI_Basics,5.0,2026-09-05 19:16:57,c,0,81.0
A002743,S033,Q0044,Statistics,3.0,2026-09-05 19:20:57,b,0,30.0
A001080,S013,Q0031,Data_Structures,3.0,2026-09-05 19:34:57,d,0,53.0
A000651,S008,Q0007,Math_Basics,5.0,2026-09-05 20:07:57,a,0,59.0
A002416,S029,Q0086,CNN,2.0,2026-09-05 20:43:57,b,1,38.0
A000049,S001,Q0113,LSTM,5.0,2026-09-05 21:06:57,b,1,55.0
A000922,S011,Q0081,Neural_Networks,5.0,2026-09-05 21:09:57,d,0,59.0
A000299,S004,Q0053,AI_Basics,4.0,2026-09-05 21:13:57,d,0,-5.0
A002977,S036,Q0116,LSTM,1.0,2026-09-05 21:14:57,b,1,24.0
A000470,S006,Q0097,RNN,2.0,2026-09-05 21:16:57,b,1,16.0
A000824,S010,Q0081,Neural_Networks,5.0,2026-09-05 21:17:57,d,0,84.0
A001170,S014,Q0084,Neural_Networks,1.0,2026-09-05 21:18:57,b,1,33.0
A001666,S020,Q0098,RNN,4.0,2026-09-05 21:36:57,a,1,41.0
A000830,S010,Q0096,CNN,3.0,2026-09-05 21:43:57,c,0,59.0
A001915,S023,Q0065,ML,1.0,2026-09-05 21:43:57,b,1,27.0
A000827,S010,Q0108,RNN,5.0,2026-09-05 21:54:57,a,0,70.0
A000652,S008,Q0044,Statistics,3.0,2026-09-05 21:56:57,a,0,50.0
A000048,S001,Q0044,Statistics,3.0,2026-09-05 22:05:57,d,0,33.0
A000301,S004,Q0128,NLP,1.0,2026-09-05 22:11:57,d,0,40.0
A002662,S032,Q0092,CNN,3.0,2026-09-05 22:18:57,a,1,34.0
A000826,S010,Q0095,CNN,5.0,2026-09-05 22:25:57,c,0,85.0
A002889,S035,Q0125,NLP,1.0,2026-09-05 22:38:57,b,0,23.0
A000999,S012,Q0111,LSTM,1.0,2026-09-05 22:46:57,a,1,22.0
A000570,S007,Q0069,ML,5.0,2026-09-05 22:56:57,b,0,72.0
A000733,S009,Q0094,CNN,5.0,2026-09-05 22:57:57,c,0,74.0
A000218,S003,Q0094,CNN,5.0,2026-09-05 23:02:57,c,0,58.0
A000375,S005,Q0109,LSTM,4.0,2026-09-05 23:08:57,b,0,51.0
A002491,S030,Q0123,NLP,3.0,2026-09-05 23:20:57,d,0,37.0
A000734,S009,Q0103,RNN,3.0,2026-09-05 23:23:57,c,0,54.0
A001251,S015,Q0127,NLP,3.0,2026-09-05 23:31:57,b,1,22.0
A001169,S014,Q0111,LSTM,1.0,2026-09-05 23:49:57,a,1,33.0
A001488,S018,Q0121,NLP,3.0,2026-09-05 23:51:57,a,1,57.0
A000569,S007,Q0059,AI_Basics,4.0,2026-09-05 23:55:57,b,0,59.0
A001171,S014,Q0039,Statistics,3.0,2026-09-05 23:56:57,a,0,59.0
A002742,S033,Q0013,Python,2.0,2026-09-06 00:08:57,b,1,18.0
A001833,S022,Q0112,LSTM,3.0,2026-09-06 00:11:57,a,1,50.0
A002888,S035,Q0070,ML,5.0,2026-09-06 00:13:57,b,1,56.0
A002241,S027,Q0032,Data_Structures,5.0,2026-09-06 00:29:57,c,1,34.0
A001415,S017,Q0086,CNN,2.0,2026-09-06 00:31:57,b,1,22.0
A001082,S013,Q0102,RNN,2.0,2026-09-06 00:46:57,c,0,36.0
A000216,S003,Q0123,NLP,3.0,2026-09-06 01:05:57,d,0,48.0
A002661,S032,Q0122,NLP,5.0,2026-09-06 01:21:57,d,0,74.0
A002816,S034,Q0053,AI_Basics,4.0,2026-09-06 01:23:57,c,0,53.0
A000472,S006,Q0128,NLP,1.0,2026-09-06 01:27:57,b,1,13.0
A002812,S034,Q0120,LSTM,5.0,2026-09-06 01:43:57,a,0,75.0
A001991,S024,Q0110,LSTM,2.0,2026-09-06 01:45:57,a,1,17.0
A003323,S040,Q0015,Python,2.0,2026-09-06 01:52:57,b,1,35.0
A002893,S035,Q0119,LSTM,4.0,2026-09-06 02:05:57,d,0,58.0
A001414,S017,Q0032,Data_Structures,5.0,2026-09-06 02:16:57,c,1,36.0
A001079,S013,Q0043,Statistics,4.0,2026-09-06 02:20:57,b,0,64.0
A002739,S033,Q0061,ML,3.0,2026-09-06 02:28:57,b,1,50.0
A002660,S032,Q0072,ML,5.0,2026-09-06 02:40:57,b,0,68.0
A001992,S024,Q0096,CNN,3.0,2026-09-06 02:46:57,b,1,33.0
A002813,S034,Q0122,NLP,5.0,2026-09-06 02:50:57,c,0,63.0
A000469,S006,Q0082,Neural_Networks,2.0,2026-09-06 02:51:57,b,1,12.0
A002239,S027,Q0082,Neural_Networks,2.0,2026-09-06 02:53:57,b,1,28.0
A002151,S026,Q0039,Statistics,3.0,2026-09-06 03:01:57,b,1,26.0
A000220,S003,Q0092,CNN,3.0,2026-09-06 03:03:57,a,1,36.0
A001342,S016,Q0063,ML,2.0,2026-09-06 03:29:57,b,1,40.0
A001997,S024,Q0070,ML,5.0,2026-09-06 03:41:57,b,1,46.0
A002332,S028,Q0125,NLP,1.0,2026-09-06 03:42:57,a,1,18.0
A003149,S038,Q0061,ML,3.0,2026-09-06 04:13:57,a,0,46.0
A001835,S022,Q0009,Math_Basics,2.0,2026-09-06 04:23:57,a,1,25.0
A003325,S040,Q0015,Python,2.0,2026-09-06 04:24:57,b,1,27.0
A002573,S031,Q0108,RNN,5.0,2026-09-06 04:25:57,b,1,50.0
A000381,S005,Q0025,Data_Structures,4.0,2026-09-06 04:39:57,c,1,53.0
A003326,S040,Q0091,CNN,2.0,2026-09-06 04:51:57,b,1,13.0
A001755,S021,Q0021,Python,5.0,2026-09-06 05:01:57,b,1,45.0
A000137,S002,Q0102,RNN,2.0,2026-09-06 05:10:57,a,1,24.0
A002420,S029,Q0078,Neural_Networks,3.0,2026-09-06 05:22:57,b,1,27.0
A000837,S010,Q0101,RNN,1.0,2026-09-06 05:22:57,b,1,32.0
A003146,S038,Q0099,RNN,2.0,2026-09-06 05:39:57,b,0,35.0
A001087,S013,Q0012,Math_Basics,4.0,2026-09-06 05:45:57,c,0,64.0
A001583,S019,Q0014,Python,3.0,2026-09-06 05:53:57,a,1,34.0
A003070,S037,Q0118,LSTM,4.0,2026-09-06 05:54:57,d,0,64.0
A002335,S028,Q0056,AI_Basics,1.0,2026-09-06 05:59:57,b,1,16.0
A003242,S039,Q0061,ML,3.0,2026-09-06 06:04:57,d,0,57.0
A001668,S020,Q0023,Python,4.0,2026-09-06 06:14:57,d,0,53.0
A002154,S026,Q0078,Neural_Networks,3.0,2026-09-06 06:16:57,b,1,35.0
A003333,S040,Q0019,Python,5.0,2026-09-06 06:17:57,b,1,51.0
A001175,S014,Q0088,CNN,2.0,2026-09-06 06:32:57,b,1,46.0
A001340,S016,Q0045,Statistics,1.0,2026-09-06 06:38:57,b,1,21.0
A001490,S018,Q0059,AI_Basics,4.0,2026-09-06 07:11:57,a,1,57.0
A002665,S032,Q0055,AI_Basics,3.0,2026-09-06 07:11:57,c,0,45.0
A002980,S036,Q0048,Statistics,4.0,2026-09-06 07:15:57,a,0,65.0
A001256,S015,Q0005,Math_Basics,3.0,2026-09-06 07:21:57,a,1,39.0
A002663,S032,Q0063,ML,2.0,2026-09-06 07:23:57,b,1,43.0
A003328,S040,Q0062,ML,2.0,2026-09-06 07:28:57,a,1,26.0
A003244,S039,Q0053,AI_Basics,4.0,2026-09-06 07:42:57,c,0,59.0
A000833,S010,Q0069,ML,5.0,2026-09-06 07:47:57,d,0,71.0
A001419,S017,Q0098,RNN,4.0,2026-09-06 07:56:57,b,0,28.0
A000482,S006,Q0100,RNN,3.0,2026-09-06 08:06:57,b,1,29.0
A001254,S015,Q0056,AI_Basics,1.0,2026-09-06 08:17:57,b,1,13.0
A002242,S027,Q0063,ML,2.0,2026-09-06 08:26:57,b,1,28.0
A003072,S037,Q0008,Math_Basics,5.0,2026-09-06 08:36:57,d,0,59.0
A000478,S006,Q0085,CNN,5.0,2026-09-06 08:37:57,b,1,31.0
A000380,S005,Q0099,RNN,2.0,2026-09-06 08:37:57,a,1,39.0
A002569,S031,Q0088,CNN,2.0,2026-09-06 08:38:57,b,1,35.0
A002901,S035,Q0075,Neural_Networks,5.0,2026-09-06 08:39:57,d,0,63.0
A003071,S037,Q0119,LSTM,4.0,2026-09-06 08:53:57,a,0,66.0
A003327,S040,Q0021,Python,5.0,2026-09-06 09:30:57,d,0,62.0
A002820,S034,Q0041,Statistics,4.0,2026-09-06 09:52:57,d,0,57.0
A002001,S024,Q0031,Data_Structures,3.0,2026-09-06 10:06:57,c,1,32.0
A002339,S028,Q0038,Statistics,2.0,2026-09-06 10:14:57,b,1,28.0
A000305,S004,Q0119,LSTM,4.0,2026-09-06 10:16:57,a,0,46.0
A003074,S037,Q0049,AI_Basics,4.0,2026-09-06 10:21:57,b,0,43.0
A001341,S016,Q0059,AI_Basics,4.0,2026-09-06 10:23:57,a,1,32.0
A002334,S028,Q0033,Data_Structures,2.0,2026-09-06 10:27:57,c,0,45.0
A003147,S038,Q0121,NLP,3.0,2026-09-06 10:42:57,a,1,40.0
A000736,S009,Q0016,Python,3.0,2026-09-06 10:53:57,d,0,54.0
A000476,S006,Q0033,Data_Structures,2.0,2026-09-06 10:53:57,b,1,20.0
A002745,S033,Q0042,Statistics,5.0,2026-09-06 10:54:57,b,1,55.0
A002744,S033,Q0132,NLP,3.0,2026-09-06 11:08:57,a,1,34.0
A000136,S002,Q0021,Python,5.0,2026-09-06 11:14:57,a,0,41.0
A002571,S031,Q0028,Data_Structures,5.0,2026-09-06 11:29:57,b,1,54.0
A003331,S040,Q0091,CNN,2.0,2026-09-06 11:54:57,b,1,24.0
A002819,S034,Q0067,ML,3.0,2026-09-06 12:15:57,b,1,49.0
A000737,S009,Q0028,Data_Structures,5.0,2026-09-06 12:19:57,c,0,71.0
A000656,S008,Q0056,AI_Basics,1.0,2026-09-06 12:22:57,b,1,20.0
A003069,S037,Q0018,Python,1.0,2026-09-06 12:32:57,b,1,34.0
A001416,S017,Q0071,ML,3.0,2026-09-06 12:36:57,b,1,32.0
A001669,S020,Q0020,Python,2.0,2026-09-06 12:36:57,a,0,27.0
A001176,S014,Q0024,Python,1.0,2026-09-06 12:51:57,c,1,19.0
A002900,S035,Q0083,Neural_Networks,4.0,2026-09-06 13:18:57,c,0,67.0
A000834,S010,Q0101,RNN,1.0,2026-09-06 13:27:57,c,0,27.0
A002337,S028,Q0123,NLP,3.0,2026-09-06 13:34:57,a,1,40.0
A001917,S023,Q0125,NLP,1.0,2026-09-06 13:41:57,a,1,26.0
A000221,S003,Q0038,Statistics,2.0,2026-09-06 13:55:57,b,1,31.0
A002574,S031,Q0093,CNN,4.0,2026-09-06 14:01:57,b,1,40.0
A003150,S038,Q0026,Data_Structures,2.0,2026-09-06 14:10:57,a,1,28.0
A003330,S040,Q0063,ML,2.0,2026-09-06 14:10:57,b,1,26.0
A002076,S025,Q0098,RNN,4.0,2026-09-06 14:16:57,a,1,43.0
A002075,S025,Q0120,LSTM,5.0,2026-09-06 14:27:57,b,1,38.0
A001584,S019,Q0045,Statistics,1.0,2026-09-06 14:45:57,b,1,25.0
A003145,S038,Q0109,LSTM,4.0,2026-09-06 14:49:57,b,0,50.0
A002243,S027,Q0115,LSTM,4.0,2026-09-06 14:53:57,a,1,47.0
A002333,S028,Q0022,Python,4.0,2026-09-06 14:55:57,a,1,40.0
A002981,S036,Q0108,RNN,5.0,2026-09-06 15:07:57,d,0,76.0
A002896,S035,Q0054,AI_Basics,4.0,2026-09-06 15:15:57,d,0,61.0
A001417,S017,Q0035,Data_Structures,4.0,2026-09-06 15:18:57,c,1,20.0
A001418,S017,Q0037,Statistics,4.0,2026-09-06 15:33:57,c,1,44.0
A001836,S022,Q0103,RNN,3.0,2026-09-06 15:43:57,b,1,23.0
A000135,S002,Q0099,RNN,2.0,2026-09-06 15:45:57,a,1,18.0
A000051,S001,Q0033,Data_Structures,2.0,2026-09-06 15:59:57,b,1,32.0
A000138,S002,Q0031,Data_Structures,3.0,2026-09-06 16:02:57,c,1,43.0
A002155,S026,Q0083,Neural_Networks,4.0,2026-09-06 16:07:57,d,0,48.0
A001754,S021,Q0021,Python,5.0,2026-09-06 16:13:57,b,1,51.0
A001174,S014,Q0049,AI_Basics,4.0,2026-09-06 16:13:57,b,0,64.0
A002747,S033,Q0106,RNN,5.0,2026-09-06 16:16:57,b,1,41.0
A000053,S001,Q0071,ML,3.0,2026-09-06 16:18:57,b,1,-5.0
A002895,S035,Q0021,Python,5.0,2026-09-06 16:19:57,a,0,87.0
A001253,S015,Q0018,Python,1.0,2026-09-06 16:25:57,b,1,7.0
A001420,S017,Q0029,Data_Structures,1.0,2026-09-06 16:38:57,b,1,9.0
A003148,S038,Q0115,LSTM,4.0,2026-09-06 16:41:57,b,0,62.0
A001582,S019,Q0054,AI_Basics,4.0,2026-09-06 16:50:57,b,1,41.0
A001998,S024,Q0121,NLP,3.0,2026-09-06 16:52:57,a,1,26.0
A002338,S028,Q0052,AI_Basics,3.0,2026-09-06 17:04:57,b,1,37.0
A003324,S040,Q0123,NLP,3.0,2026-09-06 17:17:57,a,1,27.0
A001918,S023,Q0092,CNN,3.0,2026-09-06 17:19:57,c,0,50.0
A002570,S031,Q0061,ML,3.0,2026-09-06 17:30:57,b,1,30.0
A001920,S023,Q0080,Neural_Networks,2.0,2026-09-06 17:51:57,a,1,32.0
A000835,S010,Q0076,Neural_Networks,2.0,2026-09-06 17:53:57,a,0,49.0
A001085,S013,Q0090,CNN,1.0,2026-09-06 18:01:57,a,1,29.0
A000223,S003,Q0044,Statistics,3.0,2026-09-06 18:01:57,d,0,40.0
A000304,S004,Q0069,ML,5.0,2026-09-06 18:02:57,d,0,77.0
A000481,S006,Q0108,RNN,5.0,2026-09-06 18:04:57,b,1,39.0
A002495,S030,Q0031,Data_Structures,3.0,2026-09-06 18:06:57,c,1,36.0
A000222,S003,Q0057,AI_Basics,1.0,2026-09-06 18:32:57,a,1,27.0
A002817,S034,Q0070,ML,5.0,2026-09-06 18:38:57,d,0,66.0
A003151,S038,Q0041,Statistics,4.0,2026-09-06 18:59:57,a,0,48.0
A001753,S021,Q0084,Neural_Networks,1.0,2026-09-06 19:16:57,b,1,9.0
A003073,S037,Q0093,CNN,4.0,2026-09-06 19:22:57,a,0,53.0
A002493,S030,Q0060,AI_Basics,1.0,2026-09-06 19:37:57,b,1,17.0
A001756,S021,Q0132,NLP,3.0,2026-09-06 19:45:57,a,1,30.0
A001837,S022,Q0025,Data_Structures,4.0,2026-09-06 19:47:57,c,1,35.0
A000302,S004,Q0041,Statistics,4.0,2026-09-06 19:49:57,b,1,52.0
A001921,S023,Q0099,RNN,2.0,2026-09-06 19:56:57,d,0,30.0
A002667,S032,Q0072,ML,5.0,2026-09-06 20:16:57,b,0,70.0
A000653,S008,Q0076,Neural_Networks,2.0,2026-09-06 20:23:57,b,1,43.0
A001086,S013,Q0044,Statistics,3.0,2026-09-06 20:28:57,b,0,58.0
A001339,S016,Q0088,CNN,2.0,2026-09-06 20:31:57,b,1,33.0
A002746,S033,Q0028,Data_Structures,5.0,2026-09-06 20:53:57,d,0,70.0
A000838,S010,Q0054,AI_Basics,4.0,2026-09-06 21:04:57,b,1,65.0
A000655,S008,Q0122,NLP,5.0,2026-09-06 21:09:57,a,0,67.0
A000477,S006,Q0013,Python,2.0,2026-09-06 21:11:57,b,1,27.0
A002421,S029,Q0075,Neural_Networks,5.0,2026-09-06 21:26:57,a,0,60.0
A000379,S005,Q0083,Neural_Networks,4.0,2026-09-06 21:31:57,a,0,51.0
A000480,S006,Q0126,NLP,2.0,2026-09-06 21:39:57,b,1,32.0
A001999,S024,Q0106,RNN,5.0,2026-09-06 21:41:57,b,1,33.0
A001919,S023,Q0043,Statistics,4.0,2026-09-06 21:43:57,a,0,59.0
A001084,S013,Q0088,CNN,2.0,2026-09-06 21:43:57,a,0,45.0
A000654,S008,Q0085,CNN,5.0,2026-09-06 21:52:57,d,0,73.0
A000739,S009,Q0053,AI_Basics,4.0,2026-09-06 21:54:57,c,0,51.0
A001173,S014,Q0002,Math_Basics,4.0,2026-09-06 22:01:57,d,0,54.0
A003243,S039,Q0055,AI_Basics,3.0,2026-09-06 22:12:57,d,0,50.0
A000836,S010,Q0017,Python,2.0,2026-09-06 22:13:57,b,1,25.0
A002336,S028,Q0070,ML,5.0,2026-09-06 22:16:57,d,0,55.0
A000738,S009,Q0049,AI_Basics,4.0,2026-09-06 22:18:57,b,0,45.0
A001178,S014,Q0070,ML,5.0,2026-09-06 22:33:57,a,0,78.0
A001492,S018,Q0058,AI_Basics,5.0,2026-09-06 22:47:57,d,0,75.0
A002664,S032,Q0070,ML,5.0,2026-09-06 22:51:57,a,0,58.0
A000303,S004,Q0124,NLP,2.0,2026-09-06 22:52:57,b,0,50.0
A000139,S002,Q0070,ML,5.0,2026-09-06 22:58:57,b,1,64.0
A001172,S014,Q0122,NLP,5.0,2026-09-06 23:04:57,d,0,78.0
A001752,S021,Q0061,ML,3.0,2026-09-06 23:10:57,b,1,25.0
